"Year","Month","MeanLive","MeanRedd","Date"
1993,10,829.692901234568,7.10048010973937,1993-10-01
1993,11,752.154929577465,7.24821770126934,1993-11-01
1993,12,332.484375,7.43576388888889,1993-12-01
1994,1,36.125,7.60889274691358,1994-01-01
1994,8,2,7.91666666666667,1994-08-01
1994,9,548.654464285714,49.1406746031746,1994-09-01
1994,10,826.6145,121.086166666667,1994-10-01
1994,11,664.907758136925,60.4995601851852,1994-11-01
1994,12,115.984375,21.4575892857143,1994-12-01
1995,1,46.9024390243902,5.60278745644599,1995-01-01
1995,2,0,5.91836734693878,1995-02-01
1995,8,4.65625,6.62244897959184,1995-08-01
1995,9,77.4685714285714,5.87181596709134,1995-09-01
1995,10,357.596088435374,2.87223930668158,1995-10-01
1995,11,128.64485645933,2.73684210526316,1995-11-01
1995,12,34.195652173913,2.50461584276355,1995-12-01
1996,1,13.9583333333333,2.30936073059361,1996-01-01
1996,2,0,2.1986301369863,1996-02-01
1996,8,23.2952380952381,7.32434620174346,1996-08-01
1996,9,776.425793650794,54.0816017316017,1996-09-01
1996,10,2941.63638007055,128.51,1996-10-01
1996,11,1495.79487179487,68.7639074693423,1996-11-01
1996,12,147.0625,0.302989130434783,1996-12-01
1997,1,4.2,0.576086956521739,1997-01-01
1997,8,3,4.87878787878788,1997-08-01
1997,9,305.120567375886,5.37274569402229,1997-09-01
1997,10,1137.69107142857,6.14940476190476,1997-10-01
1997,11,708.808823529412,3,1997-11-01
1997,12,219.086956521739,3,1997-12-01
1998,8,2.11612903225806,4.64516129032258,1998-08-01
1998,9,128.848822899946,5.32252541466024,1998-09-01
1998,10,970.538770433547,5.7027414054472,1998-10-01
1998,11,623.563063063063,6.54899684961035,1998-11-01
1998,12,125.111111111111,5.60940695296524,1998-12-01
1999,8,1.95887445887446,3.08238387379492,1999-08-01
1999,9,71.3197278911565,2.37373231501189,1999-09-01
1999,10,329.392628205128,2.10299145299145,1999-10-01
1999,11,512.214285714286,2.27625272331155,1999-11-01
1999,12,18.8571428571429,2.5037037037037,1999-12-01
2000,1,90.4545454545455,2.7037037037037,2000-01-01
2000,8,75,4.32986111111111,2000-08-01
2000,9,1097.75724637681,2.54746376811594,2000-09-01
2000,10,2200.30188679245,3.06540880503145,2000-10-01
