"SurveyID","SurveyDate","WRIA","StreamCatalogCode","StreamName","WaterTempFarenheit","SpeciesAbbr","Species","RunYear","LiveTotal","DeadTotal","NewReddCount","PreviousReddCount","CombinedReddCount","Month"
114172,"1991-10-15",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,1086,54,NA,NA,NA,1970-01-11
114177,"1991-10-15",8,"08.0122","Cottage Lake Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,779,83,NA,NA,NA,1970-01-11
114180,"1991-10-15",10,"10.0122","Greenwater River (RB) 10.0122",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-11
114186,"1991-10-15",21,"21.0016","Queets River",NA,"SOCK","Sockeye Salmon",1991,1,0,NA,NA,NA,1970-01-11
114191,"1991-10-15",3,"03.0005","Samish River",NA,"SOCK","Sockeye Salmon",1991,6,2,4,NA,NA,1970-01-11
114207,"1991-10-16",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-11
114223,"1991-10-16",10,"10.0122","Greenwater River (RB) 10.0122",NA,"SOCK","Sockeye Salmon",1991,5,NA,NA,NA,NA,1970-01-11
114229,"1991-10-16",22,"22.0004","Humptulips River Continues As W.F. Humptulips River @ R.M. 21.11",NA,"SOCK","Sockeye Salmon",1991,2,0,NA,NA,NA,1970-01-11
114258,"1991-10-17",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,1288,39,NA,NA,NA,1970-01-11
114259,"1991-10-17",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,3578,111,NA,NA,NA,1970-01-11
114260,"1991-10-17",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,2775,151,NA,NA,NA,1970-01-11
114261,"1991-10-17",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,1437,65,NA,NA,NA,1970-01-11
114329,"1991-10-18",16,"16.0001","Skokomish River Mainstem 16.0001",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-11
114337,"1991-10-18",7,"07.0881","Sultan River (RB)",NA,"SOCK","Sockeye Salmon",1991,2,NA,NA,NA,NA,1970-01-11
119049,"1991-12-18",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,332,19,NA,NA,NA,1970-01-13
114356,"1991-10-20",18,"18.0185","Morse Creek",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-11
114357,"1991-10-20",18,"18.0185","Morse Creek",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-11
114363,"1991-10-21",15,"15.0285","Dogfish Creek",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-11
114402,"1991-10-22",14,"14.0057","Deer Creek 14.0057",NA,"SOCK","Sockeye Salmon",1991,2,NA,NA,NA,NA,1970-01-11
114409,"1991-10-22",15,"15.0216","Gorst Creek",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-11
114431,"1991-10-22",1,"01.0120D","Kendall Slough",NA,"SOCK","Sockeye Salmon",1991,0,1,NA,NA,NA,1970-01-11
114451,"1991-10-23",9,"09.0001","Duwamish R. Continues As Green R. @ R.M. 11.01",NA,"SOCK","Sockeye Salmon",1991,9,NA,NA,NA,NA,1970-01-11
114476,"1991-10-23",3,"03.0005","Samish River",NA,"SOCK","Sockeye Salmon",1991,7,2,4,NA,NA,1970-01-11
114481,"1991-10-23",3,"03.0176","Skagit River",NA,"SOCK","Sockeye Salmon",1991,26,1,NA,NA,NA,1970-01-11
114494,"1991-10-24",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-11
114496,"1991-10-24",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-11
114501,"1991-10-24",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,6,0,NA,NA,NA,1970-01-11
114506,"1991-10-24",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,2031,151,NA,NA,NA,1970-01-11
114507,"1991-10-24",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,5137,679,NA,NA,NA,1970-01-11
114508,"1991-10-24",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,3776,439,NA,NA,NA,1970-01-11
114509,"1991-10-24",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,1775,147,NA,NA,NA,1970-01-11
114535,"1991-10-24",21,"21.0398","Quinault River",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-11
114570,"1991-10-25",3,"03.0392","Finney Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-11
114571,"1991-10-25",21,"21.0515","Fletcher Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-11
114635,"1991-10-28",8,"08.0080","Little Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,72,49,NA,NA,NA,1970-01-11
114774,"1991-10-30",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,31,0,NA,NA,NA,1970-01-11
114778,"1991-10-30",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,628,121,NA,NA,NA,1970-01-11
114780,"1991-10-30",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,718,551,NA,NA,NA,1970-01-11
114781,"1991-10-30",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,390,210,NA,NA,NA,1970-01-11
114803,"1991-10-30",8,"08.0122","Cottage Lake Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,117,70,NA,NA,NA,1970-01-11
114810,"1991-10-30",8,"08.0183","East Fork Issaquah Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,673,22,NA,NA,NA,1970-01-11
114826,"1991-10-30",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-11
114880,"1991-10-31",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,5,0,NA,NA,NA,1970-01-11
114881,"1991-10-31",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,11,0,NA,NA,NA,1970-01-11
114887,"1991-10-31",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,4016,1061,NA,NA,NA,1970-01-11
114888,"1991-10-31",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,4455,1057,NA,NA,NA,1970-01-11
114889,"1991-10-31",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,3325,655,NA,NA,NA,1970-01-11
114890,"1991-10-31",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,1415,184,NA,NA,NA,1970-01-11
114910,"1991-10-31",10,"10.0122","Greenwater River (RB) 10.0122",NA,"SOCK","Sockeye Salmon",1991,5,NA,NA,NA,NA,1970-01-11
114911,"1991-10-31",10,"10.0122","Greenwater River (RB) 10.0122",NA,"SOCK","Sockeye Salmon",1991,8,NA,NA,NA,NA,1970-01-11
115020,"1991-11-01",3,"03.0005","Samish River",NA,"SOCK","Sockeye Salmon",1991,3,2,NA,NA,NA,1970-01-12
115065,"1991-11-04",15,"15.0002","Coulter Creek 15.0002",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-12
115214,"1991-11-06",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,NA,0,NA,NA,NA,1970-01-12
115218,"1991-11-06",10,"10.0057","Boise Creek (RB) 10.0057",NA,"SOCK","Sockeye Salmon",1991,2,NA,NA,NA,NA,1970-01-12
115245,"1991-11-06",8,"08.0080","Little Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,29,18,NA,NA,NA,1970-01-12
115302,"1991-11-06",8,"08.0083 ","Unnamed Tributary (LB)",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-12
115305,"1991-11-06",8,"08.0084 ","Unnamed Tributary (LB) (Enters Little Bear Cr. @ ~ R.M. 4.65)",NA,"SOCK","Sockeye Salmon",1991,2,NA,NA,NA,NA,1970-01-12
115333,"1991-11-07",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,3209,258,NA,NA,NA,1970-01-12
115334,"1991-11-07",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,6385,509,NA,NA,NA,1970-01-12
115335,"1991-11-07",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,4438,397,NA,NA,NA,1970-01-12
115336,"1991-11-07",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,1656,148,NA,NA,NA,1970-01-12
115428,"1991-11-08",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-12
115429,"1991-11-08",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,11,0,NA,NA,NA,1970-01-12
115432,"1991-11-08",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,144,2,NA,NA,NA,1970-01-12
115636,"1991-11-12",15,"15.0503","Union River 15.0503",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-12
115694,"1991-11-13",10,"10.0122","Greenwater River (RB) 10.0122",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-12
115695,"1991-11-13",10,"10.0122","Greenwater River (RB) 10.0122",NA,"SOCK","Sockeye Salmon",1991,5,NA,NA,NA,NA,1970-01-12
115703,"1991-11-13",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1991,3,0,NA,NA,NA,1970-01-12
115778,"1991-11-13",8,"08.0084 ","Unnamed Tributary (LB) (Enters Little Bear Cr. @ ~ R.M. 4.65)",NA,"SOCK","Sockeye Salmon",1991,4,4,NA,NA,NA,1970-01-12
115800,"1991-11-14",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-12
115802,"1991-11-14",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-12
115805,"1991-11-14",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,82,329,NA,NA,NA,1970-01-12
115806,"1991-11-14",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,50,104,NA,NA,NA,1970-01-12
115808,"1991-11-14",8,"08.0105","Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,15,51,NA,NA,NA,1970-01-12
115816,"1991-11-14",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,540,2,NA,NA,NA,1970-01-12
115830,"1991-11-14",8,"08.0122","Cottage Lake Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,2,4,NA,NA,NA,1970-01-12
115850,"1991-11-14",8,"08.0183","East Fork Issaquah Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,866,125,NA,NA,NA,1970-01-12
115897,"1991-11-14",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-12
115950,"1991-11-15",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,15,0,NA,NA,NA,1970-01-12
115963,"1991-11-15",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,2522,765,NA,NA,NA,1970-01-12
115964,"1991-11-15",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,4365,868,NA,NA,NA,1970-01-12
115965,"1991-11-15",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,2934,434,NA,NA,NA,1970-01-12
115966,"1991-11-15",8,"08.0299","Cedar River",NA,"SOCK","Sockeye Salmon",1991,1761,191,NA,NA,NA,1970-01-12
116273,"1991-11-19",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,10,1,NA,NA,NA,1970-01-12
116424,"1991-11-21",15,"15.0002","Coulter Creek 15.0002",NA,"SOCK","Sockeye Salmon",1991,0,1,NA,NA,NA,1970-01-12
116586,"1991-11-22",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1991,14,0,NA,NA,NA,1970-01-12
116680,"1991-11-23",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,55,0,NA,NA,NA,1970-01-12
116681,"1991-11-23",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,190,0,NA,NA,NA,1970-01-12
116683,"1991-11-23",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,653,10,NA,NA,NA,1970-01-12
116726,"1991-11-25",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-12
116727,"1991-11-25",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1991,11,0,NA,NA,NA,1970-01-12
116759,"1991-11-25",8,"08.0183","East Fork Issaquah Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,162,61,NA,NA,NA,1970-01-12
117057,"1991-11-27",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,8,0,NA,NA,NA,1970-01-12
117208,"1991-11-30",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,159,0,NA,NA,NA,1970-01-12
117209,"1991-11-30",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,195,5,NA,NA,NA,1970-01-12
117213,"1991-11-30",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1991,20,1,NA,NA,NA,1970-01-12
117277,"1991-12-02",8,"08.0320","Downs Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,79,NA,NA,NA,NA,1970-01-13
117338,"1991-12-02",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,79,8,NA,NA,NA,1970-01-13
117475,"1991-12-03",8,"08.0080","Little Bear Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,NA,0,NA,NA,NA,1970-01-13
117862,"1991-12-06",20,"20.0313","Lake Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,27,0,NA,NA,NA,1970-01-13
117994,"1991-12-10",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,39,1,NA,NA,NA,1970-01-13
117995,"1991-12-10",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1991,80,3,NA,NA,NA,1970-01-13
117999,"1991-12-10",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,769,86,NA,NA,NA,1970-01-13
118017,"1991-12-10",8,"08.0320","Downs Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,67,6,NA,NA,NA,1970-01-13
118062,"1991-12-10",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,14,0,NA,NA,NA,1970-01-13
118066,"1991-12-10",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,94,74,NA,NA,NA,1970-01-13
118344,"1991-12-12",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-13
118437,"1991-12-13",8,"08.0028A","(Lake Washington Shoreline Beginning @ The East End Of Montlake On The North Sid",NA,"SOCK","Sockeye Salmon",1991,1,NA,NA,NA,NA,1970-01-13
118438,"1991-12-13",8,"08.0028A","(Lake Washington Shoreline Beginning @ The East End Of Montlake On The North Sid",NA,"SOCK","Sockeye Salmon",1991,28,5,NA,NA,NA,1970-01-13
118439,"1991-12-13",8,"08.0028A","(Lake Washington Shoreline Beginning @ The East End Of Montlake On The North Sid",NA,"SOCK","Sockeye Salmon",1991,0,2,NA,NA,NA,1970-01-13
118440,"1991-12-13",8,"08.0028A","(Lake Washington Shoreline Beginning @ The East End Of Montlake On The North Sid",NA,"SOCK","Sockeye Salmon",1991,3,1,NA,NA,NA,1970-01-13
118470,"1991-12-13",8,"08.0183","East Fork Issaquah Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,0,1,NA,NA,NA,1970-01-13
118577,"1991-12-14",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,145,8,NA,NA,NA,1970-01-13
118579,"1991-12-14",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,112,1,NA,NA,NA,1970-01-13
118592,"1991-12-14",20,"20.0313","Lake Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,90,2,NA,NA,NA,1970-01-13
119798,"1991-12-26",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,19,41,NA,NA,NA,1970-01-13
119799,"1991-12-26",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,220,61,NA,NA,NA,1970-01-13
119188,"1991-12-19",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,76,2,NA,NA,NA,1970-01-13
119191,"1991-12-19",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1991,69,31,NA,NA,NA,1970-01-13
119260,"1991-12-19",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,25,0,NA,NA,NA,1970-01-13
119341,"1991-12-20",21,"21.0398F","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-13
119342,"1991-12-20",21,"21.0398F","Unnamed",NA,"SOCK","Sockeye Salmon",1991,74,39,NA,NA,NA,1970-01-13
119343,"1991-12-20",21,"21.0496B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,45,17,NA,NA,NA,1970-01-13
119344,"1991-12-20",21,"21.0496C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,35,5,NA,NA,NA,1970-01-13
119345,"1991-12-20",21,"21.0499A","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-13
119346,"1991-12-20",21,"21.0499B","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-13
119347,"1991-12-20",21,"21.0499C","Unnamed",NA,"SOCK","Sockeye Salmon",1991,1,1,NA,NA,NA,1970-01-13
119348,"1991-12-20",21,"21.0499D","Unnamed",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-13
119354,"1991-12-20",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,620,76,NA,NA,NA,1970-01-13
119367,"1991-12-20",8,"08.0320","Downs Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,38,3,NA,NA,NA,1970-01-13
119371,"1991-12-20",21,"21.0515","Fletcher Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-13
119372,"1991-12-20",21,"21.0499","Fox Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,11,0,NA,NA,NA,1970-01-13
119373,"1991-12-20",21,"21.0499","Fox Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,0,0,NA,NA,NA,1970-01-13
119374,"1991-12-20",21,"21.0499","Fox Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,1,1,NA,NA,NA,1970-01-13
119375,"1991-12-20",21,"21.0499","Fox Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,6,0,NA,NA,NA,1970-01-13
119393,"1991-12-20",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1991,4,2,NA,NA,NA,1970-01-13
119420,"1991-12-20",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,37,6,NA,NA,NA,1970-01-13
119432,"1991-12-20",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,45,84,NA,NA,NA,1970-01-13
119489,"1991-12-20",21,"21.0469","Ziegler Creek (LS)",NA,"SOCK","Sockeye Salmon",1991,11,2,NA,NA,NA,1970-01-13
119587,"1991-12-23",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1991,64,14,NA,NA,NA,1970-01-13
119801,"1991-12-26",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1991,81,31,NA,NA,NA,1970-01-13
119802,"1991-12-26",8,"08.0028A","(Lake Washington Shoreline Beginning @ The East End Of Montlake On The North Sid",NA,"SOCK","Sockeye Salmon",1991,0,1,NA,NA,NA,1970-01-13
119803,"1991-12-26",8,"08.0028A","(Lake Washington Shoreline Beginning @ The East End Of Montlake On The North Sid",NA,"SOCK","Sockeye Salmon",1991,34,12,NA,NA,NA,1970-01-13
119804,"1991-12-26",8,"08.0028A","(Lake Washington Shoreline Beginning @ The East End Of Montlake On The North Sid",NA,"SOCK","Sockeye Salmon",1991,0,5,NA,NA,NA,1970-01-13
119805,"1991-12-26",8,"08.0057A","(Lk Sammamish Shoreline Bgn @ Outlet Of Lk Sammamish R. Where Opposite Banks Bec",NA,"SOCK","Sockeye Salmon",1991,0,2,NA,NA,NA,1970-01-13
119828,"1991-12-26",8,"08.0320","Downs Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,21,4,NA,NA,NA,1970-01-13
119873,"1991-12-26",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1991,14,56,NA,NA,NA,1970-01-13
119939,"1991-12-27",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,486,565,NA,NA,NA,1970-01-13
119991,"1991-12-27",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1991,5,0,NA,NA,NA,1970-01-13
120307,"1992-01-02",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,45,46,NA,NA,NA,1970-01-02
120308,"1992-01-02",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,87,53,NA,NA,NA,1970-01-02
120309,"1992-01-02",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1992,40,13,NA,NA,NA,1970-01-02
120310,"1992-01-02",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1992,59,24,NA,NA,NA,1970-01-02
120314,"1992-01-02",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,237,121,NA,NA,NA,1970-01-02
120345,"1992-01-02",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1992,11,4,NA,NA,NA,1970-01-02
120358,"1992-01-02",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,29,5,NA,NA,NA,1970-01-02
120458,"1992-01-03",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1992,11,36,NA,NA,NA,1970-01-02
120734,"1992-01-08",21,"21.0417","No Name Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,8,4,NA,NA,NA,1970-01-02
120775,"1992-01-09",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,10,12,NA,NA,NA,1970-01-02
120776,"1992-01-09",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,29,48,NA,NA,NA,1970-01-02
120777,"1992-01-09",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1992,30,8,NA,NA,NA,1970-01-02
120782,"1992-01-09",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,306,166,NA,NA,NA,1970-01-02
120793,"1992-01-09",8,"08.0320","Downs Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,3,4,NA,NA,NA,1970-01-02
120820,"1992-01-09",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1992,1,35,NA,NA,NA,1970-01-02
120882,"1992-01-10",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1992,8,0,NA,NA,NA,1970-01-02
121067,"1992-01-15",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,12,43,NA,NA,NA,1970-01-02
121068,"1992-01-15",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1992,2,4,NA,NA,NA,1970-01-02
121069,"1992-01-15",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,150,81,NA,NA,NA,1970-01-02
121370,"1992-02-07",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,0,0,NA,NA,NA,1970-01-03
121129,"1992-01-16",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,30,14,NA,NA,NA,1970-01-02
121130,"1992-01-16",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1992,65,45,NA,NA,NA,1970-01-02
121141,"1992-01-16",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1992,4,0,NA,NA,NA,1970-01-02
121153,"1992-01-16",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1992,NA,0,NA,NA,NA,1970-01-02
121246,"1992-01-22",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,0,20,NA,NA,NA,1970-01-02
121247,"1992-01-22",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,15,27,NA,NA,NA,1970-01-02
121248,"1992-01-22",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1992,55,36,NA,NA,NA,1970-01-02
121250,"1992-01-22",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1992,0,3,NA,NA,NA,1970-01-02
121267,"1992-01-22",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1992,4,11,NA,NA,NA,1970-01-02
121294,"1992-01-23",8,"08.0338","Rock Creek (LB)",NA,"SOCK","Sockeye Salmon",1992,0,1,NA,NA,NA,1970-01-02
121338,"1992-02-04",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1992,0,0,NA,NA,NA,1970-01-03
121345,"1992-02-04",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1992,0,0,NA,NA,NA,1970-01-03
121387,"1992-02-10",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,35,8,NA,NA,NA,1970-01-03
121388,"1992-02-10",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1992,25,10,NA,NA,NA,1970-01-03
121391,"1992-02-10",21,"21.0479","Inner Creek Slough (LB)",NA,"SOCK","Sockeye Salmon",1992,50,9,NA,NA,NA,1970-01-03
121416,"1992-02-13",21,"21.0000B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,0,0,NA,NA,NA,1970-01-03
121418,"1992-02-13",21,"21.0790","Unnamed",NA,"SOCK","Sockeye Salmon",1992,0,0,NA,NA,NA,1970-01-03
121419,"1992-02-13",21,"21.0496","Big Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,0,0,NA,NA,NA,1970-01-03
121441,"1992-02-18",21,"21.0398B","Unnamed",NA,"SOCK","Sockeye Salmon",1992,0,0,NA,NA,NA,1970-01-03
121442,"1992-02-18",21,"21.0398C","Unnamed",NA,"SOCK","Sockeye Salmon",1992,8,2,NA,NA,NA,1970-01-03
121669,"1992-08-18",3,"03.0813","Buck Creek (RB)",NA,"SOCK","Sockeye Salmon",1992,1,NA,NA,NA,NA,1970-01-09
121705,"1992-08-21",1,"01.0394","Racehorse Creek (LB)",NA,"SOCK","Sockeye Salmon",1992,1,NA,NA,NA,NA,1970-01-09
